amount,REGION,PRODUCTID,FAMILY_ALIAS
252,Central,2,Colas
21,Central,2,Colas
27,Central,2,Colas
213.4,Central,2,Colas
6.6,Central,2,Colas
162.5,Central,2,Colas
67.5,Central,2,Colas
2.5,Central,2,Colas
17.5,Central,2,Colas
105,Central,2,Colas
105,Central,2,Colas
190,Central,2,Colas
219,Central,3,Colas
82.62,Central,3,Colas
26.73,Central,3,Colas
133.65,Central,3,Colas
198.09,Central,3,Colas
14.91,Central,3,Colas
223,Central,3,Colas
117.76,Central,3,Colas
138.24,Central,3,Colas
16.56,Central,3,Colas
30.36,Central,3,Colas
82.8,Central,3,Colas
146.28,Central,3,Colas
143.36,Central,3,Colas
112.64,Central,3,Colas
301,Central,3,Colas
129.86,Central,3,Colas
3.02,Central,3,Colas
21.14,Central,3,Colas
147.98,Central,3,Colas
69.46,Central,3,Colas
63.42,Central,3,Colas
169.12,Central,3,Colas
107.3,Central,3,Colas
182.7,Central,3,Colas
120.8,Central,3,Colas
9.06,Central,3,Colas
172.14,Central,3,Colas
89,Central,3,Colas
33.66,Central,3,Colas
10.89,Central,3,Colas
54.45,Central,3,Colas
80.91,Central,3,Colas
6.09,Central,3,Colas
91,Central,3,Colas
47.84,Central,3,Colas
56.16,Central,3,Colas
6.78,Central,3,Colas
12.43,Central,3,Colas
33.9,Central,3,Colas
59.89,Central,3,Colas
58.24,Central,3,Colas
45.76,Central,3,Colas
123,Central,3,Colas
52.89,Central,3,Colas
1.23,Central,3,Colas
8.61,Central,3,Colas
60.27,Central,3,Colas
28.29,Central,3,Colas
25.83,Central,3,Colas
68.88,Central,3,Colas
43.66,Central,3,Colas
74.34,Central,3,Colas
49.2,Central,3,Colas
3.69,Central,3,Colas
70.11,Central,3,Colas
24,Central,3,Colas
9.18,Central,3,Colas
2.97,Central,3,Colas
14.85,Central,3,Colas
22.32,Central,3,Colas
1.68,Central,3,Colas
25,Central,3,Colas
13.34,Central,3,Colas
15.66,Central,3,Colas
1.86,Central,3,Colas
3.41,Central,3,Colas
9.3,Central,3,Colas
16.43,Central,3,Colas
16.24,Central,3,Colas
12.76,Central,3,Colas
34,Central,3,Colas
14.62,Central,3,Colas
0.34,Central,3,Colas
2.38,Central,3,Colas
16.66,Central,3,Colas
7.82,Central,3,Colas
7.14,Central,3,Colas
19.04,Central,3,Colas
12.21,Central,3,Colas
20.79,Central,3,Colas
13.6,Central,3,Colas
1.02,Central,3,Colas
19.38,Central,3,Colas
11,Central,3,Colas
3.74,Central,3,Colas
1.21,Central,3,Colas
6.05,Central,3,Colas
10.23,Central,3,Colas
0.77,Central,3,Colas
11,Central,3,Colas
5.06,Central,3,Colas
5.94,Central,3,Colas
0.66,Central,3,Colas
1.21,Central,3,Colas
3.3,Central,3,Colas
5.83,Central,3,Colas
6.16,Central,3,Colas
4.84,Central,3,Colas
11,Central,3,Colas
4.73,Central,3,Colas
0.11,Central,3,Colas
0.77,Central,3,Colas
5.39,Central,3,Colas
2.53,Central,3,Colas
2.31,Central,3,Colas
6.16,Central,3,Colas
4.07,Central,3,Colas
6.93,Central,3,Colas
4.4,Central,3,Colas
0.33,Central,3,Colas
6.27,Central,3,Colas
1,Central,3,Colas
0.34,Central,3,Colas
0.11,Central,3,Colas
0.55,Central,3,Colas
0.93,Central,3,Colas
0.07,Central,3,Colas
0.46,Central,3,Colas
0.54,Central,3,Colas
0.56,Central,3,Colas
0.44,Central,3,Colas
0.23,Central,3,Colas
0.21,Central,3,Colas
0.56,Central,3,Colas
777,Central,3,Colas
208,Central,3,Colas
79.22,Central,3,Colas
25.63,Central,3,Colas
128.15,Central,3,Colas
217.62,Central,3,Colas
16.38,Central,3,Colas
267,Central,3,Colas
152.72,Central,3,Colas
179.28,Central,3,Colas
19.86,Central,3,Colas
36.41,Central,3,Colas
99.3,Central,3,Colas
175.43,Central,3,Colas
137.2,Central,3,Colas
107.8,Central,3,Colas
288,Central,3,Colas
124.27,Central,3,Colas
2.89,Central,3,Colas
20.23,Central,3,Colas
141.61,Central,3,Colas
72.91,Central,3,Colas
66.57,Central,3,Colas
177.52,Central,3,Colas
118.03,Central,3,Colas
200.97,Central,3,Colas
115.6,Central,3,Colas
8.67,Central,3,Colas
164.73,Central,3,Colas
165,Central,3,Colas
55,Central,3,Colas
250,Central,3,Colas
4.4,Central,3,Colas
8.8,Central,3,Colas
187,Central,3,Colas
19.8,Central,3,Colas
11.5,Central,3,Colas
2.3,Central,3,Colas
216.2,Central,3,Colas
46.8,Central,3,Colas
195,Central,3,Colas
18.2,Central,3,Colas
280,Central,3,Colas
20.8,Central,3,Colas
18.2,Central,3,Colas
221,Central,3,Colas
62,Central,3,Colas
248,Central,3,Colas
310,Central,3,Colas
21,Central,3,Colas
261,Central,3,Colas
18,Central,3,Colas
280,Central,3,Colas
2.9,Central,3,Colas
223.3,Central,3,Colas
63.8,Central,3,Colas
67.5,Central,3,Colas
22.5,Central,3,Colas
100,Central,3,Colas
3.6,Central,3,Colas
1.8,Central,3,Colas
76.5,Central,3,Colas
8.1,Central,3,Colas
4.5,Central,3,Colas
0.9,Central,3,Colas
84.6,Central,3,Colas
19.8,Central,3,Colas
82.5,Central,3,Colas
7.7,Central,3,Colas
110,Central,3,Colas
8.8,Central,3,Colas
7.7,Central,3,Colas
93.5,Central,3,Colas
26,Central,3,Colas
104,Central,3,Colas
130,Central,3,Colas
8.4,Central,3,Colas
104.4,Central,3,Colas
7.2,Central,3,Colas
110,Central,3,Colas
1.2,Central,3,Colas
92.4,Central,3,Colas
26.4,Central,3,Colas
15,Central,3,Colas
5,Central,3,Colas
20,Central,3,Colas
0.4,Central,3,Colas
0.8,Central,3,Colas
17,Central,3,Colas
1.8,Central,3,Colas
1,Central,3,Colas
0.2,Central,3,Colas
18.8,Central,3,Colas
3.6,Central,3,Colas
15,Central,3,Colas
1.4,Central,3,Colas
30,Central,3,Colas
1.6,Central,3,Colas
1.4,Central,3,Colas
17,Central,3,Colas
6,Central,3,Colas
24,Central,3,Colas
30,Central,3,Colas
1.4,Central,3,Colas
17.4,Central,3,Colas
1.2,Central,3,Colas
30,Central,3,Colas
0.3,Central,3,Colas
23.1,Central,3,Colas
6.6,Central,3,Colas
7.5,Central,3,Colas
2.5,Central,3,Colas
10,Central,3,Colas
0.2,Central,3,Colas
0.4,Central,3,Colas
8.5,Central,3,Colas
0.9,Central,3,Colas
0.5,Central,3,Colas
0.1,Central,3,Colas
9.4,Central,3,Colas
1.8,Central,3,Colas
7.5,Central,3,Colas
0.7,Central,3,Colas
10,Central,3,Colas
0.8,Central,3,Colas
0.7,Central,3,Colas
8.5,Central,3,Colas
2,Central,3,Colas
8,Central,3,Colas
10,Central,3,Colas
10,Central,3,Colas
0.1,Central,3,Colas
7.7,Central,3,Colas
2.2,Central,3,Colas
562.5,Central,3,Colas
187.5,Central,3,Colas
150,Central,3,Colas
50,Central,3,Colas
220,Central,3,Colas
4.4,Central,3,Colas
8.8,Central,3,Colas
187,Central,3,Colas
19.8,Central,3,Colas
12.5,Central,3,Colas
2.5,Central,3,Colas
235,Central,3,Colas
57.6,Central,3,Colas
240,Central,3,Colas
22.4,Central,3,Colas
320,Central,3,Colas
18.4,Central,3,Colas
16.1,Central,3,Colas
195.5,Central,3,Colas
54,Central,3,Colas
216,Central,3,Colas
280,Central,3,Colas
20.3,Central,3,Colas
252.3,Central,3,Colas
17.4,Central,3,Colas
310,Central,3,Colas
2.8,Central,3,Colas
215.6,Central,3,Colas
61.6,Central,3,Colas
49.58,Central,4,"Root Beer"
64.32,Central,4,"Root Beer"
20.1,Central,4,"Root Beer"
122.85,Central,4,"Root Beer"
66.15,Central,4,"Root Beer"
27.72,Central,4,"Root Beer"
91.08,Central,4,"Root Beer"
21.78,Central,4,"Root Beer"
57.42,Central,4,"Root Beer"
5.94,Central,4,"Root Beer"
176.22,Central,4,"Root Beer"
15.84,Central,4,"Root Beer"
210,Central,4,"Root Beer"
230,Central,4,"Root Beer"
92,Central,4,"Root Beer"
138,Central,4,"Root Beer"
31.85,Central,4,"Root Beer"
115.15,Central,4,"Root Beer"
17.15,Central,4,"Root Beer"
80.85,Central,4,"Root Beer"
115.42,Central,4,"Root Beer"
83.58,Central,4,"Root Beer"
158.95,Central,4,"Root Beer"
9.35,Central,4,"Root Beer"
18.7,Central,4,"Root Beer"
123,Central,4,"Root Beer"
1.33,Central,4,"Root Beer"
91.77,Central,4,"Root Beer"
39.9,Central,4,"Root Beer"
19.98,Central,4,"Root Beer"
25.92,Central,4,"Root Beer"
8.1,Central,4,"Root Beer"
50.05,Central,4,"Root Beer"
26.95,Central,4,"Root Beer"
11.34,Central,4,"Root Beer"
37.26,Central,4,"Root Beer"
8.91,Central,4,"Root Beer"
23.49,Central,4,"Root Beer"
2.43,Central,4,"Root Beer"
72.09,Central,4,"Root Beer"
6.48,Central,4,"Root Beer"
86,Central,4,"Root Beer"
94,Central,4,"Root Beer"
37.6,Central,4,"Root Beer"
56.4,Central,4,"Root Beer"
13,Central,4,"Root Beer"
47,Central,4,"Root Beer"
7,Central,4,"Root Beer"
33,Central,4,"Root Beer"
46.98,Central,4,"Root Beer"
34.02,Central,4,"Root Beer"
64.6,Central,4,"Root Beer"
3.8,Central,4,"Root Beer"
7.6,Central,4,"Root Beer"
50,Central,4,"Root Beer"
0.54,Central,4,"Root Beer"
37.26,Central,4,"Root Beer"
16.2,Central,4,"Root Beer"
5.55,Central,4,"Root Beer"
7.2,Central,4,"Root Beer"
2.25,Central,4,"Root Beer"
13.65,Central,4,"Root Beer"
7.35,Central,4,"Root Beer"
3.08,Central,4,"Root Beer"
10.12,Central,4,"Root Beer"
2.42,Central,4,"Root Beer"
6.38,Central,4,"Root Beer"
0.66,Central,4,"Root Beer"
19.58,Central,4,"Root Beer"
1.76,Central,4,"Root Beer"
24,Central,4,"Root Beer"
26,Central,4,"Root Beer"
10.4,Central,4,"Root Beer"
15.6,Central,4,"Root Beer"
3.64,Central,4,"Root Beer"
13.16,Central,4,"Root Beer"
1.96,Central,4,"Root Beer"
9.24,Central,4,"Root Beer"
12.76,Central,4,"Root Beer"
9.24,Central,4,"Root Beer"
17.85,Central,4,"Root Beer"
1.05,Central,4,"Root Beer"
2.1,Central,4,"Root Beer"
14,Central,4,"Root Beer"
0.15,Central,4,"Root Beer"
10.35,Central,4,"Root Beer"
4.5,Central,4,"Root Beer"
4.07,Central,4,"Root Beer"
5.28,Central,4,"Root Beer"
1.65,Central,4,"Root Beer"
7.15,Central,4,"Root Beer"
3.85,Central,4,"Root Beer"
1.54,Central,4,"Root Beer"
5.06,Central,4,"Root Beer"
1.21,Central,4,"Root Beer"
3.19,Central,4,"Root Beer"
0.33,Central,4,"Root Beer"
9.79,Central,4,"Root Beer"
0.88,Central,4,"Root Beer"
11,Central,4,"Root Beer"
11,Central,4,"Root Beer"
4.4,Central,4,"Root Beer"
6.6,Central,4,"Root Beer"
1.43,Central,4,"Root Beer"
5.17,Central,4,"Root Beer"
0.77,Central,4,"Root Beer"
3.63,Central,4,"Root Beer"
6.38,Central,4,"Root Beer"
4.62,Central,4,"Root Beer"
9.35,Central,4,"Root Beer"
0.55,Central,4,"Root Beer"
1.1,Central,4,"Root Beer"
11,Central,4,"Root Beer"
0.11,Central,4,"Root Beer"
7.59,Central,4,"Root Beer"
3.3,Central,4,"Root Beer"
1,Central,4,"Root Beer"
0.4,Central,4,"Root Beer"
0.6,Central,4,"Root Beer"
0.13,Central,4,"Root Beer"
0.47,Central,4,"Root Beer"
0.07,Central,4,"Root Beer"
0.33,Central,4,"Root Beer"
0.58,Central,4,"Root Beer"
0.42,Central,4,"Root Beer"
168.72,Central,4,"Root Beer"
218.88,Central,4,"Root Beer"
68.4,Central,4,"Root Beer"
46.99,Central,4,"Root Beer"
60.96,Central,4,"Root Beer"
19.05,Central,4,"Root Beer"
117.65,Central,4,"Root Beer"
63.35,Central,4,"Root Beer"
30.38,Central,4,"Root Beer"
99.82,Central,4,"Root Beer"
23.87,Central,4,"Root Beer"
62.93,Central,4,"Root Beer"
7.11,Central,4,"Root Beer"
210.93,Central,4,"Root Beer"
18.96,Central,4,"Root Beer"
273,Central,4,"Root Beer"
276,Central,4,"Root Beer"
88,Central,4,"Root Beer"
132,Central,4,"Root Beer"
30.55,Central,4,"Root Beer"
110.45,Central,4,"Root Beer"
16.45,Central,4,"Root Beer"
77.55,Central,4,"Root Beer"
110.78,Central,4,"Root Beer"
80.22,Central,4,"Root Beer"
166.6,Central,4,"Root Beer"
9.8,Central,4,"Root Beer"
19.6,Central,4,"Root Beer"
135,Central,4,"Root Beer"
1.27,Central,4,"Root Beer"
87.63,Central,4,"Root Beer"
38.1,Central,4,"Root Beer"
85.5,Central,4,"Root Beer"
64.5,Central,4,"Root Beer"
112.2,Central,4,"Root Beer"
39.6,Central,4,"Root Beer"
52.8,Central,4,"Root Beer"
15.4,Central,4,"Root Beer"
112.7,Central,4,"Root Beer"
92,Central,4,"Root Beer"
25.3,Central,4,"Root Beer"
230,Central,4,"Root Beer"
240,Central,4,"Root Beer"
48.6,Central,4,"Root Beer"
221.4,Central,4,"Root Beer"
270,Central,4,"Root Beer"
50.4,Central,4,"Root Beer"
53.2,Central,4,"Root Beer"
112,Central,4,"Root Beer"
64.4,Central,4,"Root Beer"
121.9,Central,4,"Root Beer"
20.7,Central,4,"Root Beer"
87.4,Central,4,"Root Beer"
280,Central,4,"Root Beer"
9,Central,4,"Root Beer"
51,Central,4,"Root Beer"
84,Central,4,"Root Beer"
6,Central,4,"Root Beer"
11.9,Central,4,"Root Beer"
66.3,Central,4,"Root Beer"
91.8,Central,4,"Root Beer"
34.2,Central,4,"Root Beer"
25.8,Central,4,"Root Beer"
40.8,Central,4,"Root Beer"
14.4,Central,4,"Root Beer"
19.2,Central,4,"Root Beer"
5.6,Central,4,"Root Beer"
44.1,Central,4,"Root Beer"
36,Central,4,"Root Beer"
9.9,Central,4,"Root Beer"
90,Central,4,"Root Beer"
90,Central,4,"Root Beer"
18,Central,4,"Root Beer"
82,Central,4,"Root Beer"
100,Central,4,"Root Beer"
19.8,Central,4,"Root Beer"
20.9,Central,4,"Root Beer"
44,Central,4,"Root Beer"
25.3,Central,4,"Root Beer"
47.7,Central,4,"Root Beer"
8.1,Central,4,"Root Beer"
34.2,Central,4,"Root Beer"
100,Central,4,"Root Beer"
3.6,Central,4,"Root Beer"
20.4,Central,4,"Root Beer"
33.6,Central,4,"Root Beer"
2.4,Central,4,"Root Beer"
4.2,Central,4,"Root Beer"
23.4,Central,4,"Root Beer"
32.4,Central,4,"Root Beer"
5.7,Central,4,"Root Beer"
4.3,Central,4,"Root Beer"
10.2,Central,4,"Root Beer"
3.6,Central,4,"Root Beer"
4.8,Central,4,"Root Beer"
1.4,Central,4,"Root Beer"
9.8,Central,4,"Root Beer"
8,Central,4,"Root Beer"
2.2,Central,4,"Root Beer"
20,Central,4,"Root Beer"
20,Central,4,"Root Beer"
3.6,Central,4,"Root Beer"
16.4,Central,4,"Root Beer"
20,Central,4,"Root Beer"
5.4,Central,4,"Root Beer"
5.7,Central,4,"Root Beer"
12,Central,4,"Root Beer"
6.9,Central,4,"Root Beer"
10.6,Central,4,"Root Beer"
1.8,Central,4,"Root Beer"
7.6,Central,4,"Root Beer"
10,Central,4,"Root Beer"
0.6,Central,4,"Root Beer"
3.4,Central,4,"Root Beer"
5.6,Central,4,"Root Beer"
0.4,Central,4,"Root Beer"
0.7,Central,4,"Root Beer"
3.9,Central,4,"Root Beer"
5.4,Central,4,"Root Beer"
5.7,Central,4,"Root Beer"
4.3,Central,4,"Root Beer"
5.1,Central,4,"Root Beer"
1.8,Central,4,"Root Beer"
2.4,Central,4,"Root Beer"
0.7,Central,4,"Root Beer"
4.9,Central,4,"Root Beer"
4,Central,4,"Root Beer"
1.1,Central,4,"Root Beer"
10,Central,4,"Root Beer"
10,Central,4,"Root Beer"
1.8,Central,4,"Root Beer"
8.2,Central,4,"Root Beer"
10,Central,4,"Root Beer"
1.8,Central,4,"Root Beer"
1.9,Central,4,"Root Beer"
4,Central,4,"Root Beer"
2.3,Central,4,"Root Beer"
5.3,Central,4,"Root Beer"
0.9,Central,4,"Root Beer"
3.8,Central,4,"Root Beer"
0.6,Central,4,"Root Beer"
3.4,Central,4,"Root Beer"
5.6,Central,4,"Root Beer"
0.4,Central,4,"Root Beer"
0.7,Central,4,"Root Beer"
3.9,Central,4,"Root Beer"
5.4,Central,4,"Root Beer"
245.1,Central,4,"Root Beer"
184.9,Central,4,"Root Beer"
68.4,Central,4,"Root Beer"
51.6,Central,4,"Root Beer"
86.7,Central,4,"Root Beer"
30.6,Central,4,"Root Beer"
40.8,Central,4,"Root Beer"
11.9,Central,4,"Root Beer"
102.9,Central,4,"Root Beer"
84,Central,4,"Root Beer"
23.1,Central,4,"Root Beer"
230,Central,4,"Root Beer"
270,Central,4,"Root Beer"
48.6,Central,4,"Root Beer"
221.4,Central,4,"Root Beer"
210,Central,4,"Root Beer"
41.4,Central,4,"Root Beer"
43.7,Central,4,"Root Beer"
92,Central,4,"Root Beer"
52.9,Central,4,"Root Beer"
95.4,Central,4,"Root Beer"
16.2,Central,4,"Root Beer"
68.4,Central,4,"Root Beer"
220,Central,4,"Root Beer"
9,Central,4,"Root Beer"
51,Central,4,"Root Beer"
84,Central,4,"Root Beer"
6,Central,4,"Root Beer"
9.8,Central,4,"Root Beer"
54.6,Central,4,"Root Beer"
75.6,Central,4,"Root Beer"
127.8,Central,5,"Root Beer"
52.2,Central,5,"Root Beer"
189,Central,5,"Root Beer"
180,Central,5,"Root Beer"
103.7,Central,5,"Root Beer"
61.2,Central,5,"Root Beer"
5.1,Central,5,"Root Beer"
9.6,Central,5,"Root Beer"
150.4,Central,5,"Root Beer"
133.65,Central,5,"Root Beer"
1.35,Central,5,"Root Beer"
5.24,Central,5,"Root Beer"
6.55,Central,5,"Root Beer"
119.21,Central,5,"Root Beer"
131,Central,5,"Root Beer"
150,Central,5,"Root Beer"
29.12,Central,5,"Root Beer"
14.56,Central,5,"Root Beer"
12.74,Central,5,"Root Beer"
125.58,Central,5,"Root Beer"
189,Central,5,"Root Beer"
18.48,Central,5,"Root Beer"
146.16,Central,5,"Root Beer"
3.36,Central,5,"Root Beer"
51.12,Central,5,"Root Beer"
20.88,Central,5,"Root Beer"
75,Central,5,"Root Beer"
72,Central,5,"Root Beer"
41.48,Central,5,"Root Beer"
24.48,Central,5,"Root Beer"
2.04,Central,5,"Root Beer"
3.84,Central,5,"Root Beer"
60.16,Central,5,"Root Beer"
53.46,Central,5,"Root Beer"
0.54,Central,5,"Root Beer"
2.08,Central,5,"Root Beer"
2.6,Central,5,"Root Beer"
47.32,Central,5,"Root Beer"
52,Central,5,"Root Beer"
60,Central,5,"Root Beer"
11.52,Central,5,"Root Beer"
5.76,Central,5,"Root Beer"
5.04,Central,5,"Root Beer"
49.68,Central,5,"Root Beer"
75,Central,5,"Root Beer"
7.37,Central,5,"Root Beer"
58.29,Central,5,"Root Beer"
1.34,Central,5,"Root Beer"
16.33,Central,5,"Root Beer"
6.67,Central,5,"Root Beer"
24,Central,5,"Root Beer"
23,Central,5,"Root Beer"
13.42,Central,5,"Root Beer"
7.92,Central,5,"Root Beer"
0.66,Central,5,"Root Beer"
1.26,Central,5,"Root Beer"
19.74,Central,5,"Root Beer"
16.83,Central,5,"Root Beer"
0.17,Central,5,"Root Beer"
0.68,Central,5,"Root Beer"
0.85,Central,5,"Root Beer"
15.47,Central,5,"Root Beer"
17,Central,5,"Root Beer"
19,Central,5,"Root Beer"
3.68,Central,5,"Root Beer"
1.84,Central,5,"Root Beer"
1.61,Central,5,"Root Beer"
15.87,Central,5,"Root Beer"
24,Central,5,"Root Beer"
2.42,Central,5,"Root Beer"
19.14,Central,5,"Root Beer"
0.44,Central,5,"Root Beer"
22.01,Central,5,"Root Beer"
8.99,Central,5,"Root Beer"
31,Central,5,"Root Beer"
31,Central,5,"Root Beer"
18.91,Central,5,"Root Beer"
11.16,Central,5,"Root Beer"
0.93,Central,5,"Root Beer"
1.86,Central,5,"Root Beer"
29.14,Central,5,"Root Beer"
30.69,Central,5,"Root Beer"
0.31,Central,5,"Root Beer"
1.24,Central,5,"Root Beer"
1.55,Central,5,"Root Beer"
28.21,Central,5,"Root Beer"
31,Central,5,"Root Beer"
31,Central,5,"Root Beer"
4.96,Central,5,"Root Beer"
2.48,Central,5,"Root Beer"
2.17,Central,5,"Root Beer"
21.39,Central,5,"Root Beer"
31,Central,5,"Root Beer"
3.41,Central,5,"Root Beer"
26.97,Central,5,"Root Beer"
0.62,Central,5,"Root Beer"
0.71,Central,5,"Root Beer"
0.29,Central,5,"Root Beer"
0.61,Central,5,"Root Beer"
0.36,Central,5,"Root Beer"
0.03,Central,5,"Root Beer"
1,Central,5,"Root Beer"
1,Central,5,"Root Beer"
1,Central,5,"Root Beer"
0.11,Central,5,"Root Beer"
0.87,Central,5,"Root Beer"
0.02,Central,5,"Root Beer"
396.18,Central,5,"Root Beer"
161.82,Central,5,"Root Beer"
121.41,Central,5,"Root Beer"
49.59,Central,5,"Root Beer"
181,Central,5,"Root Beer"
198,Central,5,"Root Beer"
124.44,Central,5,"Root Beer"
73.44,Central,5,"Root Beer"
6.12,Central,5,"Root Beer"
12.48,Central,5,"Root Beer"
195.52,Central,5,"Root Beer"
160.38,Central,5,"Root Beer"
1.62,Central,5,"Root Beer"
5,Central,5,"Root Beer"
6.25,Central,5,"Root Beer"
113.75,Central,5,"Root Beer"
125,Central,5,"Root Beer"
144,Central,5,"Root Beer"
30.56,Central,5,"Root Beer"
15.28,Central,5,"Root Beer"
13.37,Central,5,"Root Beer"
131.79,Central,5,"Root Beer"
207,Central,5,"Root Beer"
17.71,Central,5,"Root Beer"
140.07,Central,5,"Root Beer"
3.22,Central,5,"Root Beer"
178.5,Central,5,"Root Beer"
31.5,Central,5,"Root Beer"
220,Central,5,"Root Beer"
210,Central,5,"Root Beer"
200,Central,5,"Root Beer"
48.6,Central,5,"Root Beer"
131.4,Central,5,"Root Beer"
15,Central,5,"Root Beer"
73.5,Central,5,"Root Beer"
61.5,Central,5,"Root Beer"
40.5,Central,5,"Root Beer"
109.5,Central,5,"Root Beer"
93,Central,5,"Root Beer"
16.5,Central,5,"Root Beer"
40.5,Central,5,"Root Beer"
32.3,Central,5,"Root Beer"
137.7,Central,5,"Root Beer"
260,Central,5,"Root Beer"
240,Central,5,"Root Beer"
142.8,Central,5,"Root Beer"
54.6,Central,5,"Root Beer"
4.2,Central,5,"Root Beer"
8.4,Central,5,"Root Beer"
68,Central,5,"Root Beer"
12,Central,5,"Root Beer"
80,Central,5,"Root Beer"
80,Central,5,"Root Beer"
70,Central,5,"Root Beer"
18.9,Central,5,"Root Beer"
51.1,Central,5,"Root Beer"
6,Central,5,"Root Beer"
29.4,Central,5,"Root Beer"
24.6,Central,5,"Root Beer"
16.2,Central,5,"Root Beer"
43.8,Central,5,"Root Beer"
37.2,Central,5,"Root Beer"
6.6,Central,5,"Root Beer"
16.2,Central,5,"Root Beer"
11.4,Central,5,"Root Beer"
48.6,Central,5,"Root Beer"
100,Central,5,"Root Beer"
90,Central,5,"Root Beer"
54.4,Central,5,"Root Beer"
20.8,Central,5,"Root Beer"
1.6,Central,5,"Root Beer"
3.2,Central,5,"Root Beer"
17,Central,5,"Root Beer"
3,Central,5,"Root Beer"
20,Central,5,"Root Beer"
20,Central,5,"Root Beer"
20,Central,5,"Root Beer"
5.4,Central,5,"Root Beer"
14.6,Central,5,"Root Beer"
1,Central,5,"Root Beer"
4.9,Central,5,"Root Beer"
4.1,Central,5,"Root Beer"
2.7,Central,5,"Root Beer"
7.3,Central,5,"Root Beer"
6.2,Central,5,"Root Beer"
1.1,Central,5,"Root Beer"
2.7,Central,5,"Root Beer"
3.8,Central,5,"Root Beer"
16.2,Central,5,"Root Beer"
10,Central,5,"Root Beer"
20,Central,5,"Root Beer"
13.6,Central,5,"Root Beer"
5.2,Central,5,"Root Beer"
0.4,Central,5,"Root Beer"
0.8,Central,5,"Root Beer"
25.5,Central,5,"Root Beer"
4.5,Central,5,"Root Beer"
30,Central,5,"Root Beer"
30,Central,5,"Root Beer"
30,Central,5,"Root Beer"
8.1,Central,5,"Root Beer"
21.9,Central,5,"Root Beer"
14.7,Central,5,"Root Beer"
3,Central,5,"Root Beer"
12.3,Central,5,"Root Beer"
8.1,Central,5,"Root Beer"
21.9,Central,5,"Root Beer"
18.6,Central,5,"Root Beer"
3.3,Central,5,"Root Beer"
8.1,Central,5,"Root Beer"
5.7,Central,5,"Root Beer"
24.3,Central,5,"Root Beer"
20,Central,5,"Root Beer"
30,Central,5,"Root Beer"
20.4,Central,5,"Root Beer"
7.8,Central,5,"Root Beer"
0.6,Central,5,"Root Beer"
1.2,Central,5,"Root Beer"
450.5,Central,5,"Root Beer"
79.5,Central,5,"Root Beer"
136,Central,5,"Root Beer"
24,Central,5,"Root Beer"
170,Central,5,"Root Beer"
190,Central,5,"Root Beer"
200,Central,5,"Root Beer"
54,Central,5,"Root Beer"
146,Central,5,"Root Beer"
16,Central,5,"Root Beer"
78.4,Central,5,"Root Beer"
65.6,Central,5,"Root Beer"
32.4,Central,5,"Root Beer"
87.6,Central,5,"Root Beer"
74.4,Central,5,"Root Beer"
13.2,Central,5,"Root Beer"
32.4,Central,5,"Root Beer"
26.6,Central,5,"Root Beer"
113.4,Central,5,"Root Beer"
200,Central,5,"Root Beer"
240,Central,5,"Root Beer"
122.4,Central,5,"Root Beer"
46.8,Central,5,"Root Beer"
3.6,Central,5,"Root Beer"
7.2,Central,5,"Root Beer"
57,Central,8,"Cream Soda"
82.5,Central,8,"Cream Soda"
10.5,Central,8,"Cream Soda"
105.78,Central,8,"Cream Soda"
23.22,Central,8,"Cream Soda"
11.25,Central,8,"Cream Soda"
2.5,Central,8,"Cream Soda"
110,Central,8,"Cream Soda"
1.25,Central,8,"Cream Soda"
125,Central,8,"Cream Soda"
111.36,Central,8,"Cream Soda"
14.08,Central,8,"Cream Soda"
2.56,Central,8,"Cream Soda"
71.69,Central,8,"Cream Soda"
35.31,Central,8,"Cream Soda"
95,Central,8,"Cream Soda"
24.92,Central,8,"Cream Soda"
61.41,Central,8,"Cream Soda"
2.67,Central,8,"Cream Soda"
126,Central,8,"Cream Soda"
122,Central,8,"Cream Soda"
125,Central,8,"Cream Soda"
107.52,Central,8,"Cream Soda"
4.48,Central,8,"Cream Soda"
23.94,Central,8,"Cream Soda"
34.65,Central,8,"Cream Soda"
4.41,Central,8,"Cream Soda"
44.28,Central,8,"Cream Soda"
9.72,Central,8,"Cream Soda"
4.68,Central,8,"Cream Soda"
1.04,Central,8,"Cream Soda"
45.76,Central,8,"Cream Soda"
0.52,Central,8,"Cream Soda"
52,Central,8,"Cream Soda"
46.11,Central,8,"Cream Soda"
5.83,Central,8,"Cream Soda"
1.06,Central,8,"Cream Soda"
29.48,Central,8,"Cream Soda"
14.52,Central,8,"Cream Soda"
39,Central,8,"Cream Soda"
10.36,Central,8,"Cream Soda"
25.53,Central,8,"Cream Soda"
1.11,Central,8,"Cream Soda"
52,Central,8,"Cream Soda"
51,Central,8,"Cream Soda"
52,Central,8,"Cream Soda"
45.12,Central,8,"Cream Soda"
1.88,Central,8,"Cream Soda"
21.66,Central,8,"Cream Soda"
31.35,Central,8,"Cream Soda"
3.99,Central,8,"Cream Soda"
40.18,Central,8,"Cream Soda"
8.82,Central,8,"Cream Soda"
4.23,Central,8,"Cream Soda"
0.94,Central,8,"Cream Soda"
41.36,Central,8,"Cream Soda"
0.47,Central,8,"Cream Soda"
47,Central,8,"Cream Soda"
41.76,Central,8,"Cream Soda"
5.28,Central,8,"Cream Soda"
0.96,Central,8,"Cream Soda"
