scenarioid,marketing,sales,cogs,TRANSDATE,region
2,1.4,16.8,7,"2000-09-18 00:00:00",Central
1,1.7,10.2,4.5,"2000-09-22 00:00:00",Central
2,2.9,34.8,14.5,"2000-09-24 00:00:00",Central
2,5.7,68.4,28.5,"2000-09-17 00:00:00",Central
1,13.94,83.64,36.9,"2000-09-08 00:00:00",Central
1,0.24,2.25,0.9,"2000-04-06 00:00:00",Central
2,0,5.4,1.8,"2000-04-19 00:00:00",Central
1,0.8,7.5,3,"2000-04-28 00:00:00",Central
1,2.64,24.75,9.9,"2000-04-20 00:00:00",Central
1,4.32,40.5,16.2,"2000-04-26 00:00:00",Central
2,0,54.6,18.2,"2000-04-21 00:00:00",Central
2,0,0.4,0.1,"2000-08-01 00:00:00",Central
1,0.06,0.55,0.22,"2000-08-20 00:00:00",Central
1,0.24,2.2,0.88,"2000-08-19 00:00:00",Central
1,0.66,6.05,2.42,"2000-08-03 00:00:00",Central
2,0,12.8,3.2,"2000-08-12 00:00:00",Central
2,0,26.8,6.7,"2000-08-21 00:00:00",Central
1,5.04,46.2,18.48,"2000-08-18 00:00:00",Central
1,0.09,0.82,0.33,"2000-12-16 00:00:00",Central
1,0.18,1.64,0.66,"2000-12-17 00:00:00",Central
2,0,21.7,9.3,"2000-12-06 00:00:00",Central
2,0,23.1,9.9,"2000-12-05 00:00:00",Central
2,0,25.2,10.8,"2000-12-28 00:00:00",Central
1,8.73,79.54,32.01,"2000-12-28 00:00:00",Central
2,0,9.8,2.8,"2000-02-01 00:00:00",Central
1,1.44,14.4,5.76,"2000-02-13 00:00:00",Central
2,0,24.5,7,"2000-02-18 00:00:00",Central
2,0,35.7,10.2,"2000-02-28 00:00:00",Central
1,6.56,65.6,26.24,"2000-02-10 00:00:00",Central
1,0.96,9.6,3.84,"2000-01-10 00:00:00",Central
1,1.52,15.2,6.08,"2000-01-17 00:00:00",Central
2,0,31.5,9,"2000-01-11 00:00:00",Central
2,0,38.5,11,"2000-01-05 00:00:00",Central
1,5.52,55.2,22.08,"2000-01-16 00:00:00",Central
2,0,9,1.8,"2000-07-28 00:00:00",Central
1,1.44,13.68,5.52,"2000-07-17 00:00:00",Central
2,0,41,8.2,"2000-07-14 00:00:00",Central
1,4.56,43.32,17.48,"2000-07-12 00:00:00",Central
1,0.24,2.4,0.96,"2000-06-12 00:00:00",Central
2,0,3,1.2,"2000-06-17 00:00:00",Central
2,0,9.5,3.8,"2000-06-09 00:00:00",Central
2,0,37.5,15,"2000-06-11 00:00:00",Central
1,5.76,57.6,23.04,"2000-06-01 00:00:00",Central
2,0,1.8,0.6,"2000-03-19 00:00:00",Central
1,1.28,12.64,5.12,"2000-03-03 00:00:00",Central
1,3.2,31.6,12.8,"2000-03-02 00:00:00",Central
2,0,28.8,9.6,"2000-03-19 00:00:00",Central
2,0,29.4,9.8,"2000-03-08 00:00:00",Central
1,3.52,34.76,14.08,"2000-03-16 00:00:00",Central
1,0.16,1.42,0.58,"2000-05-04 00:00:00",Central
2,0,6,2,"2000-05-18 00:00:00",Central
2,0,7.2,2.4,"2000-05-02 00:00:00",Central
1,0.96,8.52,3.48,"2000-05-01 00:00:00",Central
2,0,19.2,6.4,"2000-05-23 00:00:00",Central
2,0,27.6,9.2,"2000-05-17 00:00:00",Central
1,6.88,61.06,24.94,"2000-05-24 00:00:00",Central
2,0,12.8,4.8,"2000-11-12 00:00:00",Central
2,0,67.2,25.2,"2000-11-25 00:00:00",Central
1,10,88,36,"2000-11-17 00:00:00",Central
2,0,40,10,"2000-10-10 00:00:00",Central
1,7,66,27,"2000-10-16 00:00:00",Central
2,0,1.2,0.4,"2000-09-12 00:00:00",Central
2,0,4.2,1.4,"2000-09-15 00:00:00",Central
2,0,23.4,7.8,"2000-09-26 00:00:00",Central
1,2.88,25.92,10.44,"2000-09-19 00:00:00",Central
2,0,31.2,10.4,"2000-09-14 00:00:00",Central
1,5.12,46.08,18.56,"2000-09-18 00:00:00",Central
2,0,0.4,0.1,"2000-04-20 00:00:00",Central
2,0,0.8,0.2,"2000-04-17 00:00:00",Central
1,1.7,18.02,7.14,"2000-04-15 00:00:00",Central
1,3.3,34.98,13.86,"2000-04-01 00:00:00",Central
2,0,38.8,9.7,"2000-04-13 00:00:00",Central
2,0,10.5,3.5,"2000-08-25 00:00:00",Central
2,0,19.5,6.5,"2000-08-16 00:00:00",Central
1,4,41,16,"2000-08-10 00:00:00",Central
2,0,2.4,0.8,"2000-12-05 00:00:00",Central
2,0,2.4,0.8,"2000-12-26 00:00:00",Central
1,3.04,27.74,11.02,"2000-12-21 00:00:00",Central
1,4.96,45.26,17.98,"2000-12-27 00:00:00",Central
2,0,55.2,18.4,"2000-12-19 00:00:00",Central
2,0,9.2,2.3,"2000-02-13 00:00:00",Central
1,2.76,25.76,10.12,"2000-02-09 00:00:00",Central
1,3.24,30.24,11.88,"2000-02-22 00:00:00",Central
2,0,30.8,7.7,"2000-02-22 00:00:00",Central
2,0,5.6,1.6,"2000-01-16 00:00:00",Central
1,3.52,35.2,14.08,"2000-01-07 00:00:00",Central
1,4.48,44.8,17.92,"2000-01-28 00:00:00",Central
2,0,64.4,18.4,"2000-01-09 00:00:00",Central
2,0,1.8,0.6,"2000-07-17 00:00:00",Central
1,1.35,11.88,4.86,"2000-07-14 00:00:00",Central
1,1.45,12.76,5.22,"2000-07-28 00:00:00",Central
2,0,10.2,3.4,"2000-07-20 00:00:00",Central
1,2.2,19.36,7.92,"2000-07-03 00:00:00",Central
2,0,18,6,"2000-07-28 00:00:00",Central
2,0,0.9,0.3,"2000-06-28 00:00:00",Central
1,0.6,5.28,2.16,"2000-06-26 00:00:00",Central
2,0,4.5,1.5,"2000-06-05 00:00:00",Central
1,0.75,6.6,2.7,"2000-06-08 00:00:00",Central
1,1.05,9.24,3.78,"2000-06-21 00:00:00",Central
1,2.6,22.88,9.36,"2000-06-23 00:00:00",Central
2,0,24.6,8.2,"2000-06-24 00:00:00",Central
2,0,3.6,0.9,"2000-03-15 00:00:00",Central
2,0,4.4,1.1,"2000-03-12 00:00:00",Central
1,0.6,6.36,2.52,"2000-03-25 00:00:00",Central
2,0,13.2,3.3,"2000-03-25 00:00:00",Central
1,2.05,21.73,8.61,"2000-03-09 00:00:00",Central
2,0,18.8,4.7,"2000-03-17 00:00:00",Central
1,2.35,24.91,9.87,"2000-03-08 00:00:00",Central
1,0.75,7.35,3,"2000-05-21 00:00:00",Central
2,0,16,4,"2000-05-21 00:00:00",Central
2,0,24,6,"2000-05-03 00:00:00",Central
1,4.25,41.65,17,"2000-05-10 00:00:00",Central
1,0.08,0.8,0.32,"2000-11-10 00:00:00",Central
1,0.88,8.8,3.52,"2000-11-01 00:00:00",Central
1,7.04,70.4,28.16,"2000-11-08 00:00:00",Central
2,0,70,30,"2000-11-20 00:00:00",Central
2,0,30,0,"2000-10-06 00:00:00",Central
1,5,53,21,"2000-10-03 00:00:00",Central
1,0.05,0.5,0.2,"2000-09-14 00:00:00",Central
1,0.5,5,2,"2000-09-20 00:00:00",Central
2,0,17.6,4.4,"2000-09-13 00:00:00",Central
2,0,22.4,5.6,"2000-09-28 00:00:00",Central
1,4.45,44.5,17.8,"2000-09-23 00:00:00",Central
2,0.4,3.8,1.4,"2000-04-23 00:00:00",Central
1,1.16,8.88,3.52,"2000-04-11 00:00:00",Central
2,3.8,36.1,13.3,"2000-04-12 00:00:00",Central
1,9.86,75.48,29.92,"2000-04-02 00:00:00",Central
1,17.98,137.64,54.56,"2000-04-25 00:00:00",Central
2,15.8,150.1,55.3,"2000-04-07 00:00:00",Central
1,37,286,114,"2000-08-17 00:00:00",Central
2,30,250,90,"2000-08-13 00:00:00",Central
2,1.4,12.6,4.9,"2000-12-18 00:00:00",Central
2,2,18,7,"2000-12-05 00:00:00",Central
1,8.7,66.3,26.4,"2000-12-12 00:00:00",Central
1,20.3,154.7,61.6,"2000-12-11 00:00:00",Central
2,16.6,149.4,58.1,"2000-12-11 00:00:00",Central
2,5,42.5,15,"2000-02-17 00:00:00",Central
2,5.4,45.9,16.2,"2000-02-03 00:00:00",Central
2,9.6,81.6,28.8,"2000-02-22 00:00:00",Central
1,26,200,80,"2000-02-11 00:00:00",Central
2,0.6,5.4,2.1,"2000-01-17 00:00:00",Central
2,2,18,7,"2000-01-14 00:00:00",Central
1,4.86,37.8,15.12,"2000-01-02 00:00:00",Central
1,22.14,172.2,68.88,"2000-01-17 00:00:00",Central
2,17.4,156.6,60.9,"2000-01-20 00:00:00",Central
2,0.6,5,1.8,"2000-07-16 00:00:00",Central
2,4.5,37.5,13.5,"2000-07-27 00:00:00",Central
2,24.9,207.5,74.7,"2000-07-05 00:00:00",Central
1,37,286,114,"2000-07-16 00:00:00",Central
1,4.68,36.14,14.43,"2000-06-14 00:00:00",Central
1,31.32,241.86,96.57,"2000-06-10 00:00:00",Central
2,30,240,90,"2000-06-07 00:00:00",Central
1,1.08,8.4,3.36,"2000-03-27 00:00:00",Central
2,2.2,19.8,7.7,"2000-03-05 00:00:00",Central
2,3,27,10.5,"2000-03-22 00:00:00",Central
1,4.32,33.6,13.44,"2000-03-11 00:00:00",Central
1,8.1,63,25.2,"2000-03-25 00:00:00",Central
1,13.5,105,42,"2000-03-16 00:00:00",Central
2,14.8,133.2,51.8,"2000-03-01 00:00:00",Central
2,2,20,8,"2000-05-02 00:00:00",Central
1,5.27,39.95,15.98,"2000-05-12 00:00:00",Central
2,5.6,56,22.4,"2000-05-20 00:00:00",Central
2,12.4,124,49.6,"2000-05-03 00:00:00",Central
1,25.73,195.05,78.02,"2000-05-13 00:00:00",Central
1,0.75,5.91,2.34,"2000-11-03 00:00:00",Central
2,1,8,3,"2000-11-01 00:00:00",Central
1,1.75,13.79,5.46,"2000-11-27 00:00:00",Central
2,1.4,11.2,4.2,"2000-11-21 00:00:00",Central
2,8.8,70.4,26.4,"2000-11-21 00:00:00",Central
2,8.8,70.4,26.4,"2000-11-01 00:00:00",Central
1,22.5,177.3,70.2,"2000-11-26 00:00:00",Central
1,27,205,82,"2000-10-19 00:00:00",Central
2,10,140,50,"2000-10-26 00:00:00",Central
2,0.3,2.1,0.8,"2000-09-05 00:00:00",Central
1,2.56,19.92,7.92,"2000-09-06 00:00:00",Central
2,6.3,44.1,16.8,"2000-09-15 00:00:00",Central
1,8.32,64.74,25.74,"2000-09-19 00:00:00",Central
1,21.12,164.34,65.34,"2000-09-13 00:00:00",Central
2,23.4,163.8,62.4,"2000-09-21 00:00:00",Central
1,34,267,112,"2000-04-04 00:00:00",Central
2,30,230,90,"2000-04-19 00:00:00",Central
1,1.05,8.31,3.48,"2000-08-19 00:00:00",Central
1,2.45,19.39,8.12,"2000-08-08 00:00:00",Central
1,31.5,249.3,104.4,"2000-08-10 00:00:00",Central
2,30,240,90,"2000-08-23 00:00:00",Central
2,4.8,31.2,13.2,"2000-12-03 00:00:00",Central
2,8.4,54.6,23.1,"2000-12-22 00:00:00",Central
1,12.3,96,40.2,"2000-12-04 00:00:00",Central
1,28.7,224,93.8,"2000-12-21 00:00:00",Central
2,26.8,174.2,73.7,"2000-12-24 00:00:00",Central
1,3.9,30.9,12.9,"2000-02-14 00:00:00",Central
1,7.28,57.68,24.08,"2000-02-24 00:00:00",Central
1,7.28,57.68,24.08,"2000-02-17 00:00:00",Central
1,7.54,59.74,24.94,"2000-02-16 00:00:00",Central
2,20,180,70,"2000-02-25 00:00:00",Central
2,20,170,70,"2000-01-10 00:00:00",Central
1,26,200,84,"2000-01-12 00:00:00",Central
1,16.34,127.68,53.58,"2000-07-01 00:00:00",Central
1,26.66,208.32,87.42,"2000-07-16 00:00:00",Central
2,40,290,120,"2000-07-17 00:00:00",Central
1,1.08,8.46,3.54,"2000-06-22 00:00:00",Central
2,5.1,40.8,17,"2000-06-01 00:00:00",Central
1,17.28,135.36,56.64,"2000-06-27 00:00:00",Central
1,17.64,138.18,57.82,"2000-06-14 00:00:00",Central
2,24.9,199.2,83,"2000-06-15 00:00:00",Central
2,4,36,14,"2000-03-25 00:00:00",Central
1,6.48,51.36,21.36,"2000-03-18 00:00:00",Central
2,4.8,43.2,16.8,"2000-03-21 00:00:00",Central
2,5.2,46.8,18.2,"2000-03-18 00:00:00",Central
2,6,54,21,"2000-03-27 00:00:00",Central
1,20.52,162.64,67.64,"2000-03-16 00:00:00",Central
1,1.05,8.19,3.42,"2000-05-17 00:00:00",Central
2,1.5,12,4.5,"2000-05-09 00:00:00",Central
2,2.1,16.8,6.3,"2000-05-12 00:00:00",Central
1,3.15,24.57,10.26,"2000-05-19 00:00:00",Central
1,8.4,65.52,27.36,"2000-05-09 00:00:00",Central
1,22.4,174.72,72.96,"2000-05-17 00:00:00",Central
2,26.4,211.2,79.2,"2000-05-17 00:00:00",Central
1,0.31,2.45,1.02,"2000-11-18 00:00:00",Central
1,0.93,7.35,3.06,"2000-11-20 00:00:00",Central
1,2.79,22.05,9.18,"2000-11-15 00:00:00",Central
2,10.5,70,28,"2000-11-13 00:00:00",Central
2,19.5,130,52,"2000-11-06 00:00:00",Central
1,26.97,213.15,88.74,"2000-11-05 00:00:00",Central
2,0.8,12,4,"2000-10-19 00:00:00",Central
1,4.2,32.7,13.65,"2000-10-11 00:00:00",Central
2,3,45,15,"2000-10-20 00:00:00",Central
2,6.2,93,31,"2000-10-01 00:00:00",Central
1,23.8,185.3,77.35,"2000-10-19 00:00:00",Central
1,0.58,4.6,1.92,"2000-09-09 00:00:00",Central
1,3.77,29.9,12.48,"2000-09-10 00:00:00",Central
2,3,30,12,"2000-09-02 00:00:00",Central
2,4.4,44,17.6,"2000-09-04 00:00:00",Central
2,5.2,52,20.8,"2000-09-19 00:00:00",Central
2,7.4,74,29.6,"2000-09-14 00:00:00",Central
1,24.65,195.5,81.6,"2000-09-24 00:00:00",Central
1,4.3,11.35,4.75,"2000-04-02 00:00:00",Central
2,7.2,20.7,9,"2000-04-09 00:00:00",Central
2,35.2,101.2,44,"2000-04-04 00:00:00",Central
2,37.6,108.1,47,"2000-04-06 00:00:00",Central
1,81.7,215.65,90.25,"2000-04-13 00:00:00",Central
1,10.8,28.53,11.97,"2000-08-06 00:00:00",Central
1,22.8,60.23,25.27,"2000-08-10 00:00:00",Central
1,26.4,69.74,29.26,"2000-08-03 00:00:00",Central
1,60,158.5,66.5,"2000-08-06 00:00:00",Central
2,110,330,140,"2000-08-10 00:00:00",Central
1,2.85,7.5,3.15,"2000-12-06 00:00:00",Central
1,2.85,7.5,3.15,"2000-12-03 00:00:00",Central
2,5.4,14.4,6,"2000-12-14 00:00:00",Central
2,12.6,33.6,14,"2000-12-03 00:00:00",Central
2,72,192,80,"2000-12-23 00:00:00",Central
1,89.3,235,98.7,"2000-12-01 00:00:00",Central
2,23.2,66.7,26.1,"2000-02-25 00:00:00",Central
2,56.8,163.3,63.9,"2000-02-01 00:00:00",Central
1,83,220,92,"2000-02-08 00:00:00",Central
1,7.2,19,7.9,"2000-01-07 00:00:00",Central
1,12.24,32.3,13.43,"2000-01-18 00:00:00",Central
2,31.5,85.5,36,"2000-01-24 00:00:00",Central
2,38.5,104.5,44,"2000-01-26 00:00:00",Central
1,52.56,138.7,57.67,"2000-01-17 00:00:00",Central
2,46,142.6,59.8,"2000-07-27 00:00:00",Central
2,54,167.4,70.2,"2000-07-27 00:00:00",Central
1,112,297,124,"2000-07-27 00:00:00",Central
2,7.2,21.6,8.8,"2000-06-26 00:00:00",Central
2,16.2,48.6,19.8,"2000-06-27 00:00:00",Central
2,21.6,64.8,26.4,"2000-06-25 00:00:00",Central
2,45,135,55,"2000-06-14 00:00:00",Central
1,100,264,110,"2000-06-14 00:00:00",Central
2,6.4,18.4,8,"2000-03-27 00:00:00",Central
2,8,23,10,"2000-03-10 00:00:00",Central
1,12.04,31.78,13.3,"2000-03-24 00:00:00",Central
1,15.48,40.86,17.1,"2000-03-25 00:00:00",Central
1,19.78,52.21,21.85,"2000-03-25 00:00:00",Central
2,20.8,59.8,26,"2000-03-22 00:00:00",Central
1,38.7,102.15,42.75,"2000-03-04 00:00:00",Central
2,44.8,128.8,56,"2000-03-20 00:00:00",Central
2,2.4,6.9,2.7,"2000-05-06 00:00:00",Central
2,77.6,223.1,87.3,"2000-05-03 00:00:00",Central
1,83,221,92,"2000-05-26 00:00:00",Central
2,22.4,61.6,25.2,"2000-11-28 00:00:00",Central
2,57.6,158.4,64.8,"2000-11-09 00:00:00",Central
1,85,224,94,"2000-11-09 00:00:00",Central
2,7,23,9,"2000-10-13 00:00:00",Central
2,11.2,36.8,14.4,"2000-10-09 00:00:00",Central
1,15.66,41.4,17.28,"2000-10-08 00:00:00",Central
2,51.8,170.2,66.6,"2000-10-05 00:00:00",Central
1,71.34,188.6,78.72,"2000-10-17 00:00:00",Central
2,80,230,90,"2000-09-03 00:00:00",Central
1,84,223,93,"2000-09-28 00:00:00",Central
1,9.99,72.15,30.71,"2000-04-17 00:00:00",Central
1,17.01,122.85,52.29,"2000-04-02 00:00:00",Central
2,20,200,80,"2000-04-18 00:00:00",Central
1,10.24,73.92,31.68,"2000-08-08 00:00:00",Central
1,10.56,76.23,32.67,"2000-08-13 00:00:00",Central
1,11.2,80.85,34.65,"2000-08-04 00:00:00",Central
2,30,240,100,"2000-08-16 00:00:00",Central
1,7.56,54.6,23.24,"2000-12-27 00:00:00",Central
1,19.44,140.4,59.76,"2000-12-01 00:00:00",Central
2,20,190,80,"2000-12-19 00:00:00",Central
2,0.2,1.8,0.8,"2000-02-28 00:00:00",Central
2,0.2,1.8,0.8,"2000-02-03 00:00:00",Central
1,2.25,16.2,6.93,"2000-02-21 00:00:00",Central
1,4.5,32.4,13.86,"2000-02-06 00:00:00",Central
2,4.4,39.6,17.6,"2000-02-12 00:00:00",Central
2,15.2,136.8,60.8,"2000-02-05 00:00:00",Central
1,18.25,131.4,56.21,"2000-02-07 00:00:00",Central
1,0.5,3.6,1.54,"2000-01-15 00:00:00",Central
1,0.75,5.4,2.31,"2000-01-22 00:00:00",Central
2,0.8,7.2,3.2,"2000-01-12 00:00:00",Central
1,5.5,39.6,16.94,"2000-01-18 00:00:00",Central
2,5.6,50.4,22.4,"2000-01-18 00:00:00",Central
2,13.6,122.4,54.4,"2000-01-27 00:00:00",Central
1,18.25,131.4,56.21,"2000-01-28 00:00:00",Central
1,1.92,13.62,5.82,"2000-07-12 00:00:00",Central
1,2.24,15.89,6.79,"2000-07-06 00:00:00",Central
2,2.7,20.7,9,"2000-07-11 00:00:00",Central
1,8.64,61.29,26.19,"2000-07-23 00:00:00",Central
1,19.2,136.2,58.2,"2000-07-18 00:00:00",Central
2,27.3,209.3,91,"2000-07-05 00:00:00",Central
2,20,220,90,"2000-06-03 00:00:00",Central
1,30,212,91,"2000-06-15 00:00:00",Central
2,4.6,43.7,18.4,"2000-03-09 00:00:00",Central
1,5.46,39.48,16.8,"2000-03-27 00:00:00",Central
1,5.98,43.24,18.4,"2000-03-18 00:00:00",Central
1,14.56,105.28,44.8,"2000-03-20 00:00:00",Central
2,15.4,146.3,61.6,"2000-03-26 00:00:00",Central
2,7,73.5,31.5,"2000-05-15 00:00:00",Central
2,13,136.5,58.5,"2000-05-11 00:00:00",Central
1,28,204,87,"2000-05-13 00:00:00",Central
2,4.6,39.1,16.1,"2000-11-21 00:00:00",Central
2,15.4,130.9,53.9,"2000-11-03 00:00:00",Central
1,25,180,77,"2000-11-01 00:00:00",Central
1,3.08,22.22,9.46,"2000-10-12 00:00:00",Central
1,6.16,44.44,18.92,"2000-10-18 00:00:00",Central
1,18.76,135.34,57.62,"2000-10-22 00:00:00",Central
2,10,200,80,"2000-10-18 00:00:00",Central
2,20,200,90,"2000-09-15 00:00:00",Central
1,28,199,85,"2000-09-10 00:00:00",Central
2,20,130,60,"2000-04-08 00:00:00",Central
1,21,127,57,"2000-04-08 00:00:00",Central
2,20,140,60,"2000-08-24 00:00:00",Central
1,23,140,63,"2000-08-26 00:00:00",Central
2,0.4,2.8,1.2,"2000-12-16 00:00:00",Central
2,2,14,6,"2000-12-07 00:00:00",Central
2,17.6,123.2,52.8,"2000-12-02 00:00:00",Central
1,24,145,65,"2000-12-27 00:00:00",Central
2,1.9,22.8,9.5,"2000-02-05 00:00:00",Central
2,8.1,97.2,40.5,"2000-02-02 00:00:00",Central
1,20,118,53,"2000-02-14 00:00:00",Central
2,0.1,1.2,0.5,"2000-01-06 00:00:00",Central
1,0.4,2.4,1.08,"2000-01-08 00:00:00",Central
2,0.6,7.2,3,"2000-01-16 00:00:00",Central
1,2.8,16.8,7.56,"2000-01-14 00:00:00",Central
1,16.8,100.8,45.36,"2000-01-16 00:00:00",Central
2,9.3,111.6,46.5,"2000-01-09 00:00:00",Central
2,8.6,55.9,25.8,"2000-07-19 00:00:00",Central
2,11.4,74.1,34.2,"2000-07-28 00:00:00",Central
1,22,133,59,"2000-07-11 00:00:00",Central
1,6.38,38.57,17.11,"2000-06-26 00:00:00",Central
1,15.62,94.43,41.89,"2000-06-28 00:00:00",Central
2,20,130,60,"2000-06-02 00:00:00",Central
1,0.4,2.4,1.08,"2000-03-15 00:00:00",Central
1,2.2,13.2,5.94,"2000-03-11 00:00:00",Central
1,2.4,14.4,6.48,"2000-03-01 00:00:00",Central
1,15,90,40.5,"2000-03-22 00:00:00",Central
2,10,120,50,"2000-03-09 00:00:00",Central
2,3.2,20.8,9.6,"2000-05-15 00:00:00",Central
2,5.2,33.8,15.6,"2000-05-13 00:00:00",Central
2,5.6,36.4,16.8,"2000-05-21 00:00:00",Central
2,6,39,18,"2000-05-16 00:00:00",Central
1,6.6,39,17.4,"2000-05-08 00:00:00",Central
1,15.4,91,40.6,"2000-05-10 00:00:00",Central
1,0.2,1.21,0.54,"2000-11-01 00:00:00",Central
1,0.8,4.84,2.16,"2000-11-09 00:00:00",Central
2,1.2,13.2,6,"2000-11-06 00:00:00",Central
2,2.1,23.1,10.5,"2000-11-21 00:00:00",Central
2,6.7,73.7,33.5,"2000-11-21 00:00:00",Central
1,19,114.95,51.3,"2000-11-05 00:00:00",Central
2,10,120,40,"2000-10-04 00:00:00",Central
1,21,126,56,"2000-10-20 00:00:00",Central
2,20,150,70,"2000-09-04 00:00:00",Central
1,25,149,67,"2000-09-10 00:00:00",Central
2,20,170,80,"2000-04-08 00:00:00",Central
1,21,151,69,"2000-04-13 00:00:00",Central
1,4.34,31.64,14.42,"2000-08-17 00:00:00",Central
2,30,260,110,"2000-08-25 00:00:00",Central
1,26.66,194.36,88.58,"2000-08-25 00:00:00",Central
2,6,66,30,"2000-12-14 00:00:00",Central
1,11.52,84.48,38.4,"2000-12-28 00:00:00",Central
2,14,154,70,"2000-12-01 00:00:00",Central
1,12.48,91.52,41.6,"2000-12-03 00:00:00",Central
1,0.42,3.08,1.4,"2000-02-28 00:00:00",Central
1,1.89,13.86,6.3,"2000-02-05 00:00:00",Central
2,3,27,12,"2000-02-19 00:00:00",Central
1,3.99,29.26,13.3,"2000-02-10 00:00:00",Central
2,4.8,43.2,19.2,"2000-02-22 00:00:00",Central
2,12.2,109.8,48.8,"2000-02-18 00:00:00",Central
1,14.7,107.8,49,"2000-02-26 00:00:00",Central
2,8.6,73.1,34.4,"2000-01-15 00:00:00",Central
2,11.4,96.9,45.6,"2000-01-17 00:00:00",Central
1,21,150,69,"2000-01-04 00:00:00",Central
1,1.56,11.34,5.16,"2000-07-05 00:00:00",Central
2,1.6,17.6,7.2,"2000-07-19 00:00:00",Central
2,1.8,19.8,8.1,"2000-07-01 00:00:00",Central
1,2.34,17.01,7.74,"2000-07-14 00:00:00",Central
2,2.8,30.8,12.6,"2000-07-10 00:00:00",Central
1,4.94,35.91,16.34,"2000-07-13 00:00:00",Central
2,13.8,151.8,62.1,"2000-07-28 00:00:00",Central
1,17.16,124.74,56.76,"2000-07-16 00:00:00",Central
1,1,7.08,3.24,"2000-06-18 00:00:00",Central
1,2.5,17.7,8.1,"2000-06-05 00:00:00",Central
2,20,200,90,"2000-06-21 00:00:00",Central
1,21.5,152.22,69.66,"2000-06-04 00:00:00",Central
2,1,9,4,"2000-03-17 00:00:00",Central
2,4.4,39.6,17.6,"2000-03-05 00:00:00",Central
1,5.06,35.65,16.33,"2000-03-04 00:00:00",Central
2,6.6,59.4,26.4,"2000-03-28 00:00:00",Central
2,8,72,32,"2000-03-17 00:00:00",Central
1,16.94,119.35,54.67,"2000-03-06 00:00:00",Central
1,0.48,3.4,1.56,"2000-05-26 00:00:00",Central
1,0.72,5.1,2.34,"2000-05-20 00:00:00",Central
1,0.96,6.8,3.12,"2000-05-14 00:00:00",Central
2,3.2,32,14.4,"2000-05-06 00:00:00",Central
2,4.8,48,21.6,"2000-05-25 00:00:00",Central
2,12,120,54,"2000-05-22 00:00:00",Central
1,21.84,154.7,70.98,"2000-05-17 00:00:00",Central
2,1.6,16,7.2,"2000-11-07 00:00:00",Central
2,2.8,28,12.6,"2000-11-11 00:00:00",Central
1,2.53,18.04,8.25,"2000-11-24 00:00:00",Central
2,6.6,66,29.7,"2000-11-02 00:00:00",Central
1,6.44,45.92,21,"2000-11-16 00:00:00",Central
2,9,90,40.5,"2000-11-25 00:00:00",Central
1,14.03,100.04,45.75,"2000-11-11 00:00:00",Central
2,10,250,110,"2000-10-17 00:00:00",Central
1,24,174,80,"2000-10-16 00:00:00",Central
2,8.2,86.1,36.9,"2000-09-06 00:00:00",Central
2,11.8,123.9,53.1,"2000-09-07 00:00:00",Central
1,25,182,83,"2000-09-05 00:00:00",Central
2,10,120,50,"2000-04-20 00:00:00",Central
1,14,103,45,"2000-04-15 00:00:00",Central
2,0.8,6.4,2.4,"2000-08-17 00:00:00",Central
2,0.9,7.2,2.7,"2000-08-22 00:00:00",Central
2,2.1,16.8,6.3,"2000-08-25 00:00:00",Central
1,2.07,15.87,6.9,"2000-08-18 00:00:00",Central
2,6.2,49.6,18.6,"2000-08-17 00:00:00",Central
1,6.93,53.13,23.1,"2000-08-15 00:00:00",Central
2,0,70,30,"2000-12-25 00:00:00",Central
1,7,56,24,"2000-12-25 00:00:00",Central
2,1.5,18,7.5,"2000-02-14 00:00:00",Central
2,1.5,18,7.5,"2000-02-27 00:00:00",Central
2,7,84,35,"2000-02-10 00:00:00",Central
1,15,110,48,"2000-02-23 00:00:00",Central
2,2.9,34.8,14.5,"2000-01-15 00:00:00",Central
2,7.1,85.2,35.5,"2000-01-20 00:00:00",Central
1,15,110,48,"2000-01-06 00:00:00",Central
1,2.56,18.4,8,"2000-07-15 00:00:00",Central
1,2.72,19.55,8.5,"2000-07-25 00:00:00",Central
2,2.3,29.9,11.5,"2000-07-22 00:00:00",Central
2,2.7,35.1,13.5,"2000-07-11 00:00:00",Central
1,4,28.75,12.5,"2000-07-17 00:00:00",Central
2,5,65,25,"2000-07-18 00:00:00",Central
1,6.72,48.3,21,"2000-07-24 00:00:00",Central
2,10,120,50,"2000-06-07 00:00:00",Central
1,15,110,48,"2000-06-14 00:00:00",Central
2,0.1,1.3,0.5,"2000-03-25 00:00:00",Central
1,0.16,1.12,0.49,"2000-03-20 00:00:00",Central
1,3.52,24.64,10.78,"2000-03-09 00:00:00",Central
1,5.12,35.84,15.68,"2000-03-07 00:00:00",Central
1,7.2,50.4,22.05,"2000-03-15 00:00:00",Central
2,9.9,128.7,49.5,"2000-03-17 00:00:00",Central
1,2.1,15.4,6.72,"2000-05-15 00:00:00",Central
2,10,120,50,"2000-05-15 00:00:00",Central
1,12.9,94.6,41.28,"2000-05-14 00:00:00",Central
2,0,13.2,4.4,"2000-11-10 00:00:00",Central
2,0,13.8,4.6,"2000-11-28 00:00:00",Central
2,0,33,11,"2000-11-14 00:00:00",Central
1,7,52,22,"2000-11-16 00:00:00",Central
1,0.91,6.63,2.86,"2000-10-02 00:00:00",Central
