sales,region,SKU_ALIAS,marketing,UDAMKTSIZE
2.18,Central,"Old Fashioned",0.82,"Small Market"
12.6,Central,"Old Fashioned",2.8,"Small Market"
13.08,Central,"Old Fashioned",4.92,"Small Market"
43.6,Central,"Old Fashioned",16.4,"Small Market"
50.14,Central,"Old Fashioned",18.86,"Small Market"
77.4,Central,"Old Fashioned",17.2,"Small Market"
8,Central,"Old Fashioned",2.4,"Small Market"
20,Central,"Old Fashioned",6,"Small Market"
32,Central,"Old Fashioned",9.6,"Small Market"
40,Central,"Old Fashioned",12,"Small Market"
106,Central,"Old Fashioned",40,"Small Market"
8.56,Central,"Old Fashioned",3.2,"Small Market"
23.54,Central,"Old Fashioned",8.8,"Small Market"
24.61,Central,"Old Fashioned",9.2,"Small Market"
30.6,Central,"Old Fashioned",10.2,"Small Market"
50.29,Central,"Old Fashioned",18.8,"Small Market"
59.4,Central,"Old Fashioned",19.8,"Small Market"
13.2,Central,"Old Fashioned",5.5,"Small Market"
22.65,Central,"Old Fashioned",8.55,"Small Market"
33.6,Central,"Old Fashioned",14,"Small Market"
43.79,Central,"Old Fashioned",16.53,"Small Market"
73.2,Central,"Old Fashioned",30.5,"Small Market"
84.56,Central,"Old Fashioned",31.92,"Small Market"
4.72,Central,"Old Fashioned",1.76,"Small Market"
7.08,Central,"Old Fashioned",2.64,"Small Market"
6.3,Central,"Old Fashioned",2.1,"Small Market"
12.98,Central,"Old Fashioned",4.84,"Small Market"
24.3,Central,"Old Fashioned",8.1,"Small Market"
59.4,Central,"Old Fashioned",19.8,"Small Market"
93.22,Central,"Old Fashioned",34.76,"Small Market"
4,Central,"Old Fashioned",1.5,"Small Market"
8.32,Central,"Old Fashioned",3.12,"Small Market"
8,Central,"Old Fashioned",3,"Small Market"
11.44,Central,"Old Fashioned",4.29,"Small Market"
16.8,Central,"Old Fashioned",6.3,"Small Market"
26,Central,"Old Fashioned",9.75,"Small Market"
58.24,Central,"Old Fashioned",21.84,"Small Market"
51.2,Central,"Old Fashioned",19.2,"Small Market"
19.8,Central,"Old Fashioned",7.48,"Small Market"
70.2,Central,"Old Fashioned",26.52,"Small Market"
70,Central,"Old Fashioned",30,"Small Market"
5.64,Central,"Old Fashioned",2.12,"Small Market"
22.56,Central,"Old Fashioned",8.48,"Small Market"
25.38,Central,"Old Fashioned",9.54,"Small Market"
52.8,Central,"Old Fashioned",22,"Small Market"
67.2,Central,"Old Fashioned",28,"Small Market"
87.42,Central,"Old Fashioned",32.86,"Small Market"
1,Central,"Old Fashioned",0.4,"Small Market"
4,Central,"Old Fashioned",1.6,"Small Market"
95,Central,"Old Fashioned",38,"Small Market"
125,Central,"Old Fashioned",47,"Small Market"
16.05,Central,"Old Fashioned",6,"Small Market"
19.8,Central,"Old Fashioned",6.6,"Small Market"
22.5,Central,"Old Fashioned",7.5,"Small Market"
47.7,Central,"Old Fashioned",15.9,"Small Market"
90.95,Central,"Old Fashioned",34,"Small Market"
31.2,Central,"Old Fashioned",11.7,"Small Market"
46.8,Central,"Old Fashioned",17.55,"Small Market"
48.8,Central,"Old Fashioned",18.3,"Small Market"
57.2,Central,"Old Fashioned",21.45,"Small Market"
16.96,Central,"Old Fashioned",6.4,"Small Market"
89.04,Central,"Old Fashioned",33.6,"Small Market"
80,Central,"Old Fashioned",30,"Small Market"
1.09,Central,"Old Fashioned",0.41,"Small Market"
4.8,Central,"Old Fashioned",1.6,"Small Market"
14.17,Central,"Old Fashioned",5.33,"Small Market"
21,Central,"Old Fashioned",7,"Small Market"
34.2,Central,"Old Fashioned",11.4,"Small Market"
93.74,Central,"Old Fashioned",35.26,"Small Market"
2.7,Central,"Old Fashioned",0.9,"Small Market"
7.2,Central,"Old Fashioned",2.4,"Small Market"
13.5,Central,"Old Fashioned",4.5,"Small Market"
66.6,Central,"Old Fashioned",22.2,"Small Market"
106,Central,"Old Fashioned",40,"Small Market"
60,Central,"Old Fashioned",100,"Small Market"
66,Central,"Old Fashioned",113,"Small Market"
28.86,Central,"Old Fashioned",57.72,"Small Market"
49.14,Central,"Old Fashioned",98.28,"Small Market"
70,Central,"Old Fashioned",140,"Small Market"
2.4,Central,"Old Fashioned",4.4,"Small Market"
5.28,Central,"Old Fashioned",9.76,"Small Market"
5.4,Central,"Old Fashioned",9.9,"Small Market"
11.22,Central,"Old Fashioned",20.74,"Small Market"
15.6,Central,"Old Fashioned",28.6,"Small Market"
36.6,Central,"Old Fashioned",67.1,"Small Market"
49.5,Central,"Old Fashioned",91.5,"Small Market"
6,Central,"Old Fashioned",12,"Small Market"
7,Central,"Old Fashioned",14,"Small Market"
18.5,Central,"Old Fashioned",37,"Small Market"
18.5,Central,"Old Fashioned",37,"Small Market"
61,Central,"Old Fashioned",110,"Small Market"
5.5,Central,"Old Fashioned",9.9,"Small Market"
9.5,Central,"Old Fashioned",17.1,"Small Market"
28.67,Central,"Old Fashioned",44.65,"Small Market"
32.33,Central,"Old Fashioned",50.35,"Small Market"
35,Central,"Old Fashioned",63,"Small Market"
16.94,Central,"Old Fashioned",32.34,"Small Market"
18.48,Central,"Old Fashioned",35.28,"Small Market"
41.58,Central,"Old Fashioned",79.38,"Small Market"
70,Central,"Old Fashioned",130,"Small Market"
5.04,Central,"Old Fashioned",9.17,"Small Market"
5.76,Central,"Old Fashioned",10.48,"Small Market"
21.6,Central,"Old Fashioned",39.3,"Small Market"
32.9,Central,"Old Fashioned",56.4,"Small Market"
37.1,Central,"Old Fashioned",63.6,"Small Market"
39.6,Central,"Old Fashioned",72.05,"Small Market"
3.78,Central,"Old Fashioned",6.78,"Small Market"
6.3,Central,"Old Fashioned",11.3,"Small Market"
7.2,Central,"Old Fashioned",12,"Small Market"
23.4,Central,"Old Fashioned",39,"Small Market"
29.4,Central,"Old Fashioned",49,"Small Market"
52.92,Central,"Old Fashioned",94.92,"Small Market"
60,Central,"Old Fashioned",100,"Small Market"
69,Central,"Old Fashioned",109,"Small Market"
0.61,Central,"Old Fashioned",1.09,"Small Market"
1.22,Central,"Old Fashioned",2.18,"Small Market"
4.5,Central,"Old Fashioned",9,"Small Market"
10.5,Central,"Old Fashioned",21,"Small Market"
26.84,Central,"Old Fashioned",47.96,"Small Market"
32.33,Central,"Old Fashioned",57.77,"Small Market"
35,Central,"Old Fashioned",70,"Small Market"
3,Central,"Old Fashioned",5.4,"Small Market"
21,Central,"Old Fashioned",37.8,"Small Market"
26,Central,"Old Fashioned",46.8,"Small Market"
69,Central,"Old Fashioned",113,"Small Market"
7.8,Central,"Old Fashioned",13,"Small Market"
52.2,Central,"Old Fashioned",87,"Small Market"
68,Central,"Old Fashioned",110,"Small Market"
125.4,Central,"Old Fashioned",16.5,"Small Market"
254.6,Central,"Old Fashioned",33.5,"Small Market"
325,Central,"Old Fashioned",45,"Small Market"
125.13,Central,"Old Fashioned",17.2,"Small Market"
165.87,Central,"Old Fashioned",22.8,"Small Market"
340,Central,"Old Fashioned",40,"Small Market"
390,Central,"Old Fashioned",40,"Small Market"
306,Central,"Old Fashioned",42,"Small Market"
13.6,Central,"Old Fashioned",1.88,"Small Market"
34,Central,"Old Fashioned",4.7,"Small Market"
56,Central,"Old Fashioned",7,"Small Market"
72,Central,"Old Fashioned",9,"Small Market"
57.8,Central,"Old Fashioned",7.99,"Small Market"
96,Central,"Old Fashioned",12,"Small Market"
176,Central,"Old Fashioned",22,"Small Market"
234.6,Central,"Old Fashioned",32.43,"Small Market"
10.23,Central,"Old Fashioned",1.41,"Small Market"
57.97,Central,"Old Fashioned",7.99,"Small Market"
272.8,Central,"Old Fashioned",37.6,"Small Market"
400,Central,"Old Fashioned",50,"Small Market"
8.73,Central,"Old Fashioned",1.2,"Small Market"
26.19,Central,"Old Fashioned",3.6,"Small Market"
74.8,Central,"Old Fashioned",8.8,"Small Market"
265.2,Central,"Old Fashioned",31.2,"Small Market"
256.08,Central,"Old Fashioned",35.2,"Small Market"
161,Central,"Old Fashioned",18.4,"Small Market"
189,Central,"Old Fashioned",21.6,"Small Market"
298,Central,"Old Fashioned",41,"Small Market"
13,Central,"Old Fashioned",1.8,"Small Market"
57,Central,"Old Fashioned",7.5,"Small Market"
110.5,Central,"Old Fashioned",15.3,"Small Market"
159.6,Central,"Old Fashioned",21,"Small Market"
163.4,Central,"Old Fashioned",21.5,"Small Market"
201.5,Central,"Old Fashioned",27.9,"Small Market"
8.94,Central,"Old Fashioned",1.23,"Small Market"
20.86,Central,"Old Fashioned",2.87,"Small Market"
98,Central,"Old Fashioned",11.2,"Small Market"
252,Central,"Old Fashioned",28.8,"Small Market"
268.2,Central,"Old Fashioned",36.9,"Small Market"
225.4,Central,"Old Fashioned",19.6,"Small Market"
234.6,Central,"Old Fashioned",20.4,"Small Market"
119.79,Central,"Old Fashioned",16.5,"Small Market"
243.21,Central,"Old Fashioned",33.5,"Small Market"
18.8,Central,"Old Fashioned",1.6,"Small Market"
47,Central,"Old Fashioned",4,"Small Market"
38.64,Central,"Old Fashioned",5.4,"Small Market"
54.74,Central,"Old Fashioned",7.65,"Small Market"
197.4,Central,"Old Fashioned",16.8,"Small Market"
206.8,Central,"Old Fashioned",17.6,"Small Market"
228.62,Central,"Old Fashioned",31.95,"Small Market"
46.5,Central,"Old Fashioned",6.45,"Small Market"
49.6,Central,"Old Fashioned",6.88,"Small Market"
93,Central,"Old Fashioned",12.9,"Small Market"
120.9,Central,"Old Fashioned",16.77,"Small Market"
360,Central,"Old Fashioned",40,"Small Market"
2.12,Central,"Old Fashioned",0.2,"Small Market"
15.37,Central,"Old Fashioned",1.45,"Small Market"
35.51,Central,"Old Fashioned",3.35,"Small Market"
40,Central,"Old Fashioned",0,"Small Market"
30,Central,"Old Fashioned",0,"Small Market"
41,Central,"Old Fashioned",4,"Small Market"
11.68,Central,"Old Fashioned",1.28,"Small Market"
18.25,Central,"Old Fashioned",2,"Small Market"
43.07,Central,"Old Fashioned",4.72,"Small Market"
50,Central,"Old Fashioned",0,"Small Market"
0.8,Central,"Old Fashioned",0,"Small Market"
17.6,Central,"Old Fashioned",0,"Small Market"
21.6,Central,"Old Fashioned",0,"Small Market"
56,Central,"Old Fashioned",6,"Small Market"
1.6,Central,"Old Fashioned",0.16,"Small Market"
28.8,Central,"Old Fashioned",0,"Small Market"
31.2,Central,"Old Fashioned",0,"Small Market"
78.4,Central,"Old Fashioned",7.84,"Small Market"
3.9,Central,"Old Fashioned",0,"Small Market"
14.52,Central,"Old Fashioned",1.65,"Small Market"
29.48,Central,"Old Fashioned",3.35,"Small Market"
26.1,Central,"Old Fashioned",0,"Small Market"
5.72,Central,"Old Fashioned",0.65,"Small Market"
38.28,Central,"Old Fashioned",4.35,"Small Market"
30,Central,"Old Fashioned",0,"Small Market"
4.24,Central,"Old Fashioned",0.4,"Small Market"
4.24,Central,"Old Fashioned",0.4,"Small Market"
5.83,Central,"Old Fashioned",0.55,"Small Market"
10.8,Central,"Old Fashioned",0,"Small Market"
13.2,Central,"Old Fashioned",0,"Small Market"
16,Central,"Old Fashioned",0,"Small Market"
38.69,Central,"Old Fashioned",3.65,"Small Market"
0.98,Central,"Old Fashioned",0.1,"Small Market"
3.2,Central,"Old Fashioned",0,"Small Market"
3.92,Central,"Old Fashioned",0.4,"Small Market"
3.6,Central,"Old Fashioned",0,"Small Market"
33.2,Central,"Old Fashioned",0,"Small Market"
44.1,Central,"Old Fashioned",4.5,"Small Market"
60,Central,"Old Fashioned",0,"Small Market"
80,Central,"Old Fashioned",8,"Small Market"
12.72,Central,"Old Fashioned",1.2,"Small Market"
13.5,Central,"Old Fashioned",0,"Small Market"
16.5,Central,"Old Fashioned",0,"Small Market"
40.28,Central,"Old Fashioned",3.8,"Small Market"
4,Central,"Old Fashioned",0,"Small Market"
9.2,Central,"Old Fashioned",0,"Small Market"
26.8,Central,"Old Fashioned",0,"Small Market"
50,Central,"Old Fashioned",5,"Small Market"
1.29,Central,"Old Fashioned",0.18,"Small Market"
15.6,Central,"Old Fashioned",1.3,"Small Market"
32.25,Central,"Old Fashioned",4.5,"Small Market"
95.46,Central,"Old Fashioned",13.32,"Small Market"
104.4,Central,"Old Fashioned",8.7,"Small Market"
48,Central,"Old Fashioned",4.8,"Small Market"
52,Central,"Old Fashioned",5.2,"Small Market"
108,Central,"Old Fashioned",15,"Small Market"
1.2,Central,"Old Fashioned",0.1,"Small Market"
27.6,Central,"Old Fashioned",2.3,"Small Market"
91.2,Central,"Old Fashioned",7.6,"Small Market"
127,Central,"Old Fashioned",17,"Small Market"
130,Central,"Old Fashioned",10,"Small Market"
140,Central,"Old Fashioned",19,"Small Market"
4.2,Central,"Old Fashioned",0.57,"Small Market"
35,Central,"Old Fashioned",4.75,"Small Market"
42.9,Central,"Old Fashioned",3.3,"Small Market"
87.1,Central,"Old Fashioned",6.7,"Small Market"
100.8,Central,"Old Fashioned",13.68,"Small Market"
28.6,Central,"Old Fashioned",3.9,"Small Market"
81.4,Central,"Old Fashioned",11.1,"Small Market"
100,Central,"Old Fashioned",10,"Small Market"
3.3,Central,"Old Fashioned",0.3,"Small Market"
8.8,Central,"Old Fashioned",0.8,"Small Market"
33.04,Central,"Old Fashioned",4.48,"Small Market"
35.2,Central,"Old Fashioned",3.2,"Small Market"
62.7,Central,"Old Fashioned",5.7,"Small Market"
84.96,Central,"Old Fashioned",11.52,"Small Market"
1.2,Central,"Old Fashioned",0.1,"Small Market"
2.4,Central,"Old Fashioned",0.2,"Small Market"
52.26,Central,"Old Fashioned",7.02,"Small Market"
81.74,Central,"Old Fashioned",10.98,"Small Market"
116.4,Central,"Old Fashioned",9.7,"Small Market"
8.8,Central,"Old Fashioned",0.8,"Small Market"
101.2,Central,"Old Fashioned",9.2,"Small Market"
123,Central,"Old Fashioned",17,"Small Market"
19.32,Central,"Old Fashioned",2.66,"Small Market"
118.68,Central,"Old Fashioned",16.34,"Small Market"
130,Central,"Old Fashioned",10,"Small Market"
12,Central,"Old Fashioned",0,"Small Market"
16,Central,"Old Fashioned",0,"Small Market"
24.6,Central,"Old Fashioned",3.4,"Small Market"
29.52,Central,"Old Fashioned",4.08,"Small Market"
68.88,Central,"Old Fashioned",9.52,"Small Market"
72,Central,"Old Fashioned",0,"Small Market"
13.2,Central,"Old Fashioned",1.1,"Small Market"
20.4,Central,"Old Fashioned",1.7,"Small Market"
21.6,Central,"Old Fashioned",1.8,"Small Market"
64.8,Central,"Old Fashioned",5.4,"Small Market"
125,Central,"Old Fashioned",17,"Small Market"
7.6,Central,"Old Fashioned",0.8,"Small Market"
58.9,Central,"Old Fashioned",6.2,"Small Market"
123.5,Central,"Old Fashioned",13,"Small Market"
223,Central,"Old Fashioned",25,"Small Market"
40,Central,"Old Fashioned",4.8,"Small Market"
210,Central,"Old Fashioned",25.2,"Small Market"
301,Central,"Old Fashioned",34,"Small Market"
230,Central,"Old Fashioned",20,"Small Market"
302,Central,"Old Fashioned",34,"Small Market"
28,Central,"Old Fashioned",2.8,"Small Market"
172,Central,"Old Fashioned",17.2,"Small Market"
243,Central,"Old Fashioned",27,"Small Market"
7.2,Central,"Old Fashioned",0.8,"Small Market"
18,Central,"Old Fashioned",2,"Small Market"
75.6,Central,"Old Fashioned",8.4,"Small Market"
79.2,Central,"Old Fashioned",8.8,"Small Market"
219,Central,"Old Fashioned",24,"Small Market"
20.48,Central,"Old Fashioned",2.32,"Small Market"
33.28,Central,"Old Fashioned",3.77,"Small Market"
94.72,Central,"Old Fashioned",10.73,"Small Market"
107.52,Central,"Old Fashioned",12.18,"Small Market"
220,Central,"Old Fashioned",20,"Small Market"
19.32,Central,"Old Fashioned",2.17,"Small Market"
71.76,Central,"Old Fashioned",8.06,"Small Market"
184.92,Central,"Old Fashioned",20.77,"Small Market"
230,Central,"Old Fashioned",20,"Small Market"
180,Central,"Old Fashioned",20,"Small Market"
213,Central,"Old Fashioned",24,"Small Market"
13.2,Central,"Old Fashioned",1.2,"Small Market"
24.2,Central,"Old Fashioned",2.2,"Small Market"
55,Central,"Old Fashioned",5,"Small Market"
127.6,Central,"Old Fashioned",11.6,"Small Market"
256,Central,"Old Fashioned",29,"Small Market"
124.7,Central,"Old Fashioned",14.19,"Small Market"
165.3,Central,"Old Fashioned",18.81,"Small Market"
220,Central,"Old Fashioned",20,"Small Market"
1.9,Central,"Old Fashioned",0.2,"Small Market"
3.02,Central,"Old Fashioned",0.34,"Small Market"
18.12,Central,"Old Fashioned",2.04,"Small Market"
69.46,Central,"Old Fashioned",7.82,"Small Market"
66.5,Central,"Old Fashioned",7,"Small Market"
121.6,Central,"Old Fashioned",12.8,"Small Market"
211.4,Central,"Old Fashioned",23.8,"Small Market"
9.06,Central,"Old Fashioned",1.02,"Small Market"
54.36,Central,"Old Fashioned",6.12,"Small Market"
238.58,Central,"Old Fashioned",26.86,"Small Market"
250,Central,"Old Fashioned",30,"Small Market"
1.19,Central,"Old Fashioned",0.17,"Small Market"
3.3,Central,"Old Fashioned",0.3,"Small Market"
5.95,Central,"Old Fashioned",0.85,"Small Market"
13.2,Central,"Old Fashioned",1.2,"Small Market"
17.6,Central,"Old Fashioned",1.6,"Small Market"
38.08,Central,"Old Fashioned",5.44,"Small Market"
73.78,Central,"Old Fashioned",10.54,"Small Market"
75.9,Central,"Old Fashioned",6.9,"Small Market"
6.4,Central,"Old Fashioned",0.8,"Small Market"
27.2,Central,"Old Fashioned",3.4,"Small Market"
126.4,Central,"Old Fashioned",15.8,"Small Market"
176,Central,"Old Fashioned",25,"Small Market"
48,Central,"Old Fashioned",7.2,"Small Market"
70.62,Central,"Old Fashioned",10.23,"Small Market"
143.38,Central,"Old Fashioned",20.77,"Small Market"
152,Central,"Old Fashioned",22.8,"Small Market"
6,Central,"Old Fashioned",0.6,"Small Market"
22,Central,"Old Fashioned",2.2,"Small Market"
72,Central,"Old Fashioned",7.2,"Small Market"
112,Central,"Old Fashioned",16,"Small Market"
1,Central,"Old Fashioned",0.1,"Small Market"
1,Central,"Old Fashioned",0.1,"Small Market"
1,Central,"Old Fashioned",0.1,"Small Market"
13.44,Central,"Old Fashioned",1.92,"Small Market"
98.56,Central,"Old Fashioned",14.08,"Small Market"
97,Central,"Old Fashioned",9.7,"Small Market"
16.96,Central,"Old Fashioned",2.4,"Small Market"
16.96,Central,"Old Fashioned",2.4,"Small Market"
21.2,Central,"Old Fashioned",3,"Small Market"
29,Central,"Old Fashioned",2.9,"Small Market"
50.88,Central,"Old Fashioned",7.2,"Small Market"
71,Central,"Old Fashioned",7.1,"Small Market"
2.22,Central,"Old Fashioned",0.3,"Small Market"
3,Central,"Old Fashioned",0.3,"Small Market"
7,Central,"Old Fashioned",0.7,"Small Market"
11,Central,"Old Fashioned",1.1,"Small Market"
79,Central,"Old Fashioned",7.9,"Small Market"
108.78,Central,"Old Fashioned",14.7,"Small Market"
7.7,Central,"Old Fashioned",1.05,"Small Market"
102.3,Central,"Old Fashioned",13.95,"Small Market"
100,Central,"Old Fashioned",10,"Small Market"
100,Central,"Old Fashioned",10,"Small Market"
111,Central,"Old Fashioned",15,"Small Market"
41.58,Central,"Old Fashioned",5.94,"Small Market"
189.42,Central,"Old Fashioned",27.06,"Small Market"
220,Central,"Old Fashioned",30,"Small Market"
31.5,Central,"Old Fashioned",3,"Small Market"
44.84,Central,"Old Fashioned",6.27,"Small Market"
70.8,Central,"Old Fashioned",9.9,"Small Market"
79.8,Central,"Old Fashioned",7.6,"Small Market"
98.7,Central,"Old Fashioned",9.4,"Small Market"
120.36,Central,"Old Fashioned",16.83,"Small Market"
6,Central,"Old Fashioned",0.8,"Small Market"
13.5,Central,"Old Fashioned",1.8,"Small Market"
63,Central,"Old Fashioned",8.4,"Small Market"
67.5,Central,"Old Fashioned",9,"Small Market"
159,Central,"Old Fashioned",22,"Small Market"
19.2,Central,"Old Fashioned",1.6,"Small Market"
19.2,Central,"Old Fashioned",1.6,"Small Market"
81.6,Central,"Old Fashioned",6.8,"Small Market"
127,Central,"Old Fashioned",21,"Small Market"
50.7,Central,"Old Fashioned",7.8,"Small Market"
79.3,Central,"Old Fashioned",12.2,"Small Market"
140,Central,"Old Fashioned",23,"Small Market"
10.15,Central,"Old Fashioned",1.68,"Small Market"
11.2,Central,"Old Fashioned",1.6,"Small Market"
18.85,Central,"Old Fashioned",3.12,"Small Market"
43.5,Central,"Old Fashioned",7.2,"Small Market"
49,Central,"Old Fashioned",7,"Small Market"
72.5,Central,"Old Fashioned",12,"Small Market"
79.8,Central,"Old Fashioned",11.4,"Small Market"
20.9,Central,"Old Fashioned",1.9,"Small Market"
24.78,Central,"Old Fashioned",4.2,"Small Market"
29.5,Central,"Old Fashioned",5,"Small Market"
63.72,Central,"Old Fashioned",10.8,"Small Market"
89.1,Central,"Old Fashioned",8.1,"Small Market"
16.8,Central,"Old Fashioned",2.8,"Small Market"
38.4,Central,"Old Fashioned",6.4,"Small Market"
64.8,Central,"Old Fashioned",10.8,"Small Market"
110,Central,"Old Fashioned",10,"Small Market"
21.28,Central,"Old Fashioned",3.52,"Small Market"
30,Central,"Old Fashioned",5,"Small Market"
90,Central,"Old Fashioned",15,"Small Market"
111.72,Central,"Old Fashioned",18.48,"Small Market"
6,Central,"Old Fashioned",1,"Small Market"
114,Central,"Old Fashioned",19,"Small Market"
133,Central,"Old Fashioned",22,"Small Market"
8.4,Central,"Old Fashioned",1.4,"Small Market"
110,Central,"Old Fashioned",10,"Small Market"
111.6,Central,"Old Fashioned",18.6,"Small Market"
26,Central,"Old Fashioned",4.4,"Small Market"
51.6,Central,"Old Fashioned",8.6,"Small Market"
68.4,Central,"Old Fashioned",11.4,"Small Market"
104,Central,"Old Fashioned",17.6,"Small Market"
12.1,Central,"Old Fashioned",1.1,"Small Market"
20.9,Central,"Old Fashioned",1.9,"Small Market"
26.4,Central,"Old Fashioned",2.4,"Small Market"
50.6,Central,"Old Fashioned",4.6,"Small Market"
121,Central,"Old Fashioned",20,"Small Market"
2.2,Central,"Old Fashioned",0,"Small Market"
16.38,Central,"Old Fashioned",2.73,"Small Market"
37.8,Central,"Old Fashioned",6.3,"Small Market"
71.82,Central,"Old Fashioned",11.97,"Small Market"
107.8,Central,"Old Fashioned",0,"Small Market"
8.94,Central,"Old Fashioned",1.5,"Small Market"
11.2,Central,"Old Fashioned",1.6,"Small Market"
15.4,Central,"Old Fashioned",2.2,"Small Market"
32.78,Central,"Old Fashioned",5.5,"Small Market"
50.4,Central,"Old Fashioned",7.2,"Small Market"
50.66,Central,"Old Fashioned",8.5,"Small Market"
56.62,Central,"Old Fashioned",9.5,"Small Market"
63,Central,"Old Fashioned",9,"Small Market"
170,Central,"Old Fashioned",20,"Small Market"
151,Central,"Old Fashioned",21,"Small Market"
31.64,Central,"Old Fashioned",4.34,"Small Market"
260,Central,"Old Fashioned",30,"Small Market"
194.36,Central,"Old Fashioned",26.66,"Small Market"
66,Central,"Old Fashioned",6,"Small Market"
84.48,Central,"Old Fashioned",11.52,"Small Market"
154,Central,"Old Fashioned",14,"Small Market"
91.52,Central,"Old Fashioned",12.48,"Small Market"
3.08,Central,"Old Fashioned",0.42,"Small Market"
13.86,Central,"Old Fashioned",1.89,"Small Market"
27,Central,"Old Fashioned",3,"Small Market"
29.26,Central,"Old Fashioned",3.99,"Small Market"
43.2,Central,"Old Fashioned",4.8,"Small Market"
109.8,Central,"Old Fashioned",12.2,"Small Market"
107.8,Central,"Old Fashioned",14.7,"Small Market"
73.1,Central,"Old Fashioned",8.6,"Small Market"
96.9,Central,"Old Fashioned",11.4,"Small Market"
150,Central,"Old Fashioned",21,"Small Market"
11.34,Central,"Old Fashioned",1.56,"Small Market"
17.6,Central,"Old Fashioned",1.6,"Small Market"
19.8,Central,"Old Fashioned",1.8,"Small Market"
17.01,Central,"Old Fashioned",2.34,"Small Market"
30.8,Central,"Old Fashioned",2.8,"Small Market"
35.91,Central,"Old Fashioned",4.94,"Small Market"
151.8,Central,"Old Fashioned",13.8,"Small Market"
124.74,Central,"Old Fashioned",17.16,"Small Market"
7.08,Central,"Old Fashioned",1,"Small Market"
17.7,Central,"Old Fashioned",2.5,"Small Market"
200,Central,"Old Fashioned",20,"Small Market"
152.22,Central,"Old Fashioned",21.5,"Small Market"
9,Central,"Old Fashioned",1,"Small Market"
39.6,Central,"Old Fashioned",4.4,"Small Market"
35.65,Central,"Old Fashioned",5.06,"Small Market"
59.4,Central,"Old Fashioned",6.6,"Small Market"
72,Central,"Old Fashioned",8,"Small Market"
119.35,Central,"Old Fashioned",16.94,"Small Market"
3.4,Central,"Old Fashioned",0.48,"Small Market"
5.1,Central,"Old Fashioned",0.72,"Small Market"
6.8,Central,"Old Fashioned",0.96,"Small Market"
32,Central,"Old Fashioned",3.2,"Small Market"
48,Central,"Old Fashioned",4.8,"Small Market"
120,Central,"Old Fashioned",12,"Small Market"
154.7,Central,"Old Fashioned",21.84,"Small Market"
16,Central,"Old Fashioned",1.6,"Small Market"
28,Central,"Old Fashioned",2.8,"Small Market"
18.04,Central,"Old Fashioned",2.53,"Small Market"
66,Central,"Old Fashioned",6.6,"Small Market"
45.92,Central,"Old Fashioned",6.44,"Small Market"
90,Central,"Old Fashioned",9,"Small Market"
100.04,Central,"Old Fashioned",14.03,"Small Market"
250,Central,"Old Fashioned",10,"Small Market"
174,Central,"Old Fashioned",24,"Small Market"
86.1,Central,"Old Fashioned",8.2,"Small Market"
123.9,Central,"Old Fashioned",11.8,"Small Market"
182,Central,"Old Fashioned",25,"Small Market"
280,Central,"Old Fashioned",100,"Small Market"
298,Central,"Old Fashioned",113,"Small Market"
8.24,Central,"Old Fashioned",3.12,"Small Market"
20.6,Central,"Old Fashioned",7.8,"Small Market"
85.8,Central,"Old Fashioned",30.8,"Small Market"
304.2,Central,"Old Fashioned",109.2,"Small Market"
383.16,Central,"Old Fashioned",145.08,"Small Market"
155,Central,"Old Fashioned",55,"Small Market"
155,Central,"Old Fashioned",55,"Small Market"
322,Central,"Old Fashioned",122,"Small Market"
35.1,Central,"Old Fashioned",13,"Small Market"
66.7,Central,"Old Fashioned",25.3,"Small Market"
110.2,Central,"Old Fashioned",41.8,"Small Market"
113.1,Central,"Old Fashioned",42.9,"Small Market"
234.9,Central,"Old Fashioned",87,"Small Market"
7.2,Central,"Old Fashioned",2.7,"Small Market"
28.8,Central,"Old Fashioned",10.8,"Small Market"
72,Central,"Old Fashioned",27,"Small Market"
100,Central,"Old Fashioned",38,"Small Market"
132,Central,"Old Fashioned",49.5,"Small Market"
150,Central,"Old Fashioned",57,"Small Market"
3.87,Central,"Old Fashioned",1.47,"Small Market"
48.1,Central,"Old Fashioned",16.9,"Small Market"
61.92,Central,"Old Fashioned",23.52,"Small Market"
85.14,Central,"Old Fashioned",32.34,"Small Market"
129.5,Central,"Old Fashioned",45.5,"Small Market"
192.4,Central,"Old Fashioned",67.6,"Small Market"
236.07,Central,"Old Fashioned",89.67,"Small Market"
92.4,Central,"Old Fashioned",33.6,"Small Market"
96.6,Central,"Old Fashioned",36.68,"Small Market"
237.6,Central,"Old Fashioned",86.4,"Small Market"
248.4,Central,"Old Fashioned",94.32,"Small Market"
280,Central,"Old Fashioned",100,"Small Market"
298,Central,"Old Fashioned",113,"Small Market"
2.89,Central,"Old Fashioned",1.09,"Small Market"
8.67,Central,"Old Fashioned",3.27,"Small Market"
270,Central,"Old Fashioned",100,"Small Market"
277.44,Central,"Old Fashioned",104.64,"Small Market"
2.89,Central,"Old Fashioned",1.09,"Small Market"
14.45,Central,"Old Fashioned",5.45,"Small Market"
40.46,Central,"Old Fashioned",15.26,"Small Market"
114.8,Central,"Old Fashioned",41,"Small Market"
165.2,Central,"Old Fashioned",59,"Small Market"
231.2,Central,"Old Fashioned",87.2,"Small Market"
74.5,Central,"Old Fashioned",28.25,"Small Market"
